TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,7,20,22,30,39XX W 30TH AVE,dunbarsouthlands,486029.55,5454741.71
Theft from Vehicle,2016,9,4,0,0,7XX E 10TH AVE,mountpleasant,493520.43,5456524.3
Theft from Vehicle,2016,8,31,22,0,12XX E PENDER ST,strathcona,494247.88,5458625.6
Theft of Bicycle,2016,7,17,10,0,3XX E 8TH AVE,mountpleasant,492812.35,5456775.39
Other Theft,2016,10,27,12,54,61XX FRASER ST,sunset,493394.66,5452870.49
Mischief,2016,6,26,17,30,74XX GATINEAU PL,victoriafraserview,496200.88,5451539.34
Theft from Vehicle,2016,10,7,21,0,7XX E 12TH AVE,mountpleasant,493533.94,5456338.11
Other Theft,2016,12,29,19,52,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Other Theft,2016,5,19,14,48,60XX FRASER ST,sunset,493397.06,5452944.43
Mischief,2016,12,30,22,0,74XX KNIGHT ST,sunset,494383.99,5451540.17
Theft of Vehicle,2016,6,11,0,30,9XX SEYMOUR ST,downtown,491198.78,5458513.86
Theft of Vehicle,2016,6,13,21,8,9XX SEYMOUR ST,downtown,491198.78,5458513.86
Theft of Vehicle,2016,6,16,12,59,9XX SEYMOUR ST,downtown,491198.78,5458513.86
Theft of Vehicle,2016,7,2,0,0,9XX SEYMOUR ST,downtown,491198.78,5458513.86
Theft from Vehicle,2016,5,17,16,0,39XX W 27TH AVE,dunbarsouthlands,485950.94,5455050.69
Theft from Vehicle,2016,9,7,6,4,39XX W 23RD AVE,dunbarsouthlands,486102.04,5455479.44
Theft from Vehicle,2016,5,11,19,30,W 45TH AVE / WILTSHIRE ST,kerrisdale,489338.35,5453115.19
Other Theft,2016,11,20,11,5,7XX BUTE ST,westend,490797.66,5459282.31
Other Theft,2016,11,20,13,39,7XX BUTE ST,westend,490797.66,5459282.31
Theft from Vehicle,2016,2,20,12,14,39XX W 22ND AVE,dunbarsouthlands,486040.11,5455590.64
Other Theft,2016,12,18,17,4,7XX BUTE ST,westend,490797.66,5459282.31
Other Theft,2016,7,1,11,35,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Theft from Vehicle,2016,1,24,15,0,39XX W 22ND AVE,dunbarsouthlands,485951.54,5455591.47
Other Theft,2016,12,19,20,23,7XX BUTE ST,westend,490797.66,5459282.31
Theft from Vehicle,2016,3,13,1,0,39XX W 21ST AVE,dunbarsouthlands,485992.97,5455692
Other Theft,2016,4,28,13,14,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Break and Enter Residential/Other,2016,8,15,9,33,57XX CREE ST,sunset,492722.49,5453291.42
Other Theft,2016,5,6,17,39,60XX FRASER ST,sunset,493397.06,5452944.43
Other Theft,2016,2,23,11,39,60XX FRASER ST,sunset,493397.06,5452944.43
Other Theft,2016,2,3,16,32,60XX FRASER ST,sunset,493397.06,5452944.43
Theft from Vehicle,2016,8,31,19,0,10XX JERVIS ST,westend,490422.51,5459131.02
Other Theft,2016,4,28,11,14,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Mischief,2016,10,14,0,0,10XX NELSON ST,westend,490794.89,5458754.79
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,22,18,3,X STANLEY PARK CSWY,stanleypark,490055,5460210
Other Theft,2016,12,28,12,54,7XX BUTE ST,westend,490797.66,5459282.31
Theft from Vehicle,2016,6,26,23,30,17XX PENDRELL ST,westend,489869.71,5459367.96
Other Theft,2016,12,28,19,8,7XX BUTE ST,westend,490797.66,5459282.31
Other Theft,2016,12,31,18,7,7XX BUTE ST,westend,490797.66,5459282.31
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,19,0,46,X STANLEY PARK CSWY,stanleypark,490056,5460207
Mischief,2016,10,15,6,0,75XX CAMBIE ST,marpole,491502.71,5451559.4
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,23,18,10,X STANLEY PARK CSWY,stanleypark,490056,5460207
Other Theft,2016,3,17,19,46,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Theft of Bicycle,2016,3,31,13,30,3XX E BROADWAY AVE,mountpleasant,492933.9,5456669.39
Theft from Vehicle,2016,2,13,20,30,39XX W 18TH AVE,dunbarsouthlands,486106.28,5455992.37
Theft from Vehicle,2016,2,20,5,16,39XX W 18TH AVE,dunbarsouthlands,486106.2,5455983.23
Mischief,2016,12,29,21,30,75XX KERR ST,killarney,496983.87,5451519.23
Other Theft,2016,3,17,18,18,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Other Theft,2016,2,22,18,15,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Theft of Vehicle,2016,4,19,17,0,9XX STATION ST,strathcona,492790.77,5458143.1
Theft from Vehicle,2016,1,25,0,0,17XX POWELL ST,grandviewwoodland,494890.32,5459021.14
Theft from Vehicle,2016,6,29,20,0,17XX POWELL ST,grandviewwoodland,494890.32,5459021.14
Break and Enter Commercial,2016,3,30,3,22,3XX DAVIE ST,downtown,491094.84,5457995.94
Theft from Vehicle,2016,7,29,23,0,7XX E 11TH AVE,mountpleasant,493640.52,5456425.73
Theft from Vehicle,2016,5,27,21,30,39XX W 17TH AVE,dunbarsouthlands,486107.03,5456087.9
Theft from Vehicle,2016,1,25,5,15,39XX W 17TH AVE,dunbarsouthlands,486029.19,5456089.84
Other Theft,2016,7,23,16,58,7XX BUTE ST,westend,490801.61,5459300.67
Theft from Vehicle,2016,7,20,21,0,39XX W 14TH AVE,westpointgrey,486091.6,5456364.15
Theft from Vehicle,2016,2,28,20,44,39XX W 14TH AVE,westpointgrey,486091.6,5456364.15
Theft from Vehicle,2016,8,18,19,45,39XX W 14TH AVE,westpointgrey,486074.89,5456373.74
Other Theft,2016,11,19,5,0,5XX W PENDER ST,downtown,491774.78,5458978.68
Other Theft,2016,4,14,19,59,5XX W PENDER ST,downtown,491774.78,5458978.68
Theft from Vehicle,2016,1,14,19,0,20XX W 5TH AVE,kitsilano,489048.12,5457168.14
Theft from Vehicle,2016,7,9,19,0,20XX W 5TH AVE,kitsilano,489048.12,5457168.14
Mischief,2016,9,8,19,0,75XX PRINCE EDWARD ST,sunset,492883.31,5451540.63
Mischief,2016,9,29,17,0,75XX THORNHILL DR,victoriafraserview,495005.92,5451405.08
Theft from Vehicle,2016,9,4,22,30,39XX W 12TH AVE,westpointgrey,485984.12,5456569.28
Theft from Vehicle,2016,10,31,20,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,10,5,21,0,39XX W 11TH AVE,westpointgrey,485937.43,5456676.85
Theft of Bicycle,2016,11,20,16,0,3XX E HASTINGS ST,strathcona,492979.22,5458726.75
Theft from Vehicle,2016,1,5,19,0,12XX E PENDER ST,strathcona,494274.92,5458624.69
Break and Enter Commercial,2016,10,10,16,21,77XX STIKINE PL,killarney,497712.77,5451391.25
Break and Enter Residential/Other,2016,3,16,18,27,25XX E PENDER ST,hastingssunrise,496122.63,5458605.23
Mischief,2016,8,16,17,49,76XX GRANVILLE ST,marpole,489780.83,5451504.47
Theft from Vehicle,2016,5,11,17,30,17XX POWELL ST,grandviewwoodland,494929.57,5459031.45
Theft from Vehicle,2016,1,16,0,0,12XX E PENDER ST,strathcona,494274.92,5458624.69
Theft from Vehicle,2016,10,17,19,0,39XX W 10TH AVE,westpointgrey,486065.76,5456780.6
Other Theft,2016,1,26,19,29,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Mischief,2016,8,22,23,30,76XX MAIN ST,sunset,492576.82,5451448.05
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,10,9,15,YORK AVE / ARBUTUS ST,kitsilano,488896,5457665
Other Theft,2016,10,3,13,8,5XX W HASTINGS ST,downtown,491853.32,5459053.25
Other Theft,2016,11,16,14,6,5XX W HASTINGS ST,downtown,491852.34,5459054.23
Theft from Vehicle,2016,2,27,13,30,17XX POWELL ST,grandviewwoodland,494982.36,5459035.86
Theft from Vehicle,2016,11,3,17,19,17XX POWELL ST,grandviewwoodland,495022.09,5459055.75
Other Theft,2016,1,9,16,40,34XX DUNBAR ST,dunbarsouthlands,486523.92,5455930.92
Theft from Vehicle,2016,3,27,12,0,CAMBIE ST / W 33RD AVE,southcambie,491371.89,5454263.84
Theft of Bicycle,2016,8,25,22,25,3XX HELMCKEN ST,downtown,491228.2,5458096.46
Break and Enter Residential/Other,2016,10,25,8,35,25XX ETON ST,hastingssunrise,496044.4,5459438.68
Other Theft,2016,5,3,13,30,5XX W HASTINGS ST,downtown,491852.34,5459054.23
Theft from Vehicle,2016,11,17,18,30,12XX E PENDER ST,strathcona,494307.38,5458632.75
Theft from Vehicle,2016,5,31,21,0,39XX SW MARINE DR,kerrisdale,486094.04,5453339.03
Theft from Vehicle,2016,1,21,16,0,39XX SW MARINE DR,kerrisdale,486017.74,5453382.21
Theft from Vehicle,2016,2,16,20,0,12XX FOUNTAIN WAY,fairview,490277.64,5457180.59
Theft from Vehicle,2016,1,21,19,30,8XX W 24TH AVE,southcambie,491030.56,5455265.2
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,20,12,39,YUKON ST / W 12TH AVE,mountpleasant,491778,5456408
Theft from Vehicle,2016,1,31,3,40,20XX W 60TH AVE,kerrisdale,488884.47,5451607.74
Mischief,2016,9,22,0,0,76XX PRINCE ALBERT ST,sunset,493601.66,5451382.04
Break and Enter Commercial,2016,1,31,13,0,3XX E 14TH AVE,mountpleasant,492893.83,5456185.03
Mischief,2016,11,12,22,16,76XX PRINCE ALBERT ST,sunset,493601.67,5451382.29
Theft from Vehicle,2016,1,19,8,0,7XX E 11TH AVE,mountpleasant,493640.52,5456425.73
Theft from Vehicle,2016,4,18,22,0,12XX FOUNTAIN WAY,fairview,490297.16,5457159.93
Theft from Vehicle,2016,7,9,18,20,20XX W 63RD AVE,kerrisdale,488901.97,5451278.71
Theft of Bicycle,2016,8,5,21,0,3XX KINGSWAY AVE,mountpleasant,492886.86,5456474.63
Break and Enter Residential/Other,2016,3,23,11,20,57XX JOYCE ST,killarney,497271.09,5453198.43
Theft from Vehicle,2016,5,29,19,0,39XX SKEENA ST,renfrewcollingwood,497928.43,5455208.32
Break and Enter Residential/Other,2016,9,30,8,20,57XX JOYCE ST,killarney,497271.2,5453208.57
Mischief,2016,11,1,21,11,77XX GRANVILLE ST,marpole,489778.45,5451395.25
Theft of Vehicle,2016,7,8,18,0,9XX VICTORIA DR,grandviewwoodland,495230.89,5458167.91
Theft from Vehicle,2016,9,28,1,0,8XX W 23RD AVE,southcambie,491094.06,5455330.55
Theft of Bicycle,2016,2,4,0,0,3XX KINGSWAY AVE,mountpleasant,492961.95,5456376.4
Theft from Vehicle,2016,1,17,0,30,17XX QUEBEC ST,mountpleasant,492523.58,5457415.48
Theft from Vehicle,2016,3,27,0,0,17XX QUEBEC ST,mountpleasant,492523.58,5457415.48
Theft from Vehicle,2016,6,30,11,0,17XX QUEBEC ST,mountpleasant,492532.99,5457442.29
Theft of Bicycle,2016,5,15,1,30,3XX KINGSWAY AVE,mountpleasant,492961.95,5456376.4
Theft of Bicycle,2016,8,28,20,0,3XX KINGSWAY AVE,mountpleasant,492961.95,5456376.4
Theft of Bicycle,2016,9,29,3,30,3XX KINGSWAY AVE,mountpleasant,492961.95,5456376.4
Other Theft,2016,8,1,8,13,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Mischief,2016,2,6,12,0,77XX GRANVILLE ST,marpole,489779.78,5451456.48
Mischief,2016,8,1,3,43,77XX MAIN ST,sunset,492564.61,5451335.23
Theft from Vehicle,2016,12,2,19,30,17XX QUEBEC ST,mountpleasant,492533.24,5457467.77
Mischief,2016,5,22,3,0,77XX MAIN ST,sunset,492573.74,5451334.59
Other Theft,2016,9,4,1,24,7XX DAVIE ST,downtown,490793.09,5458295.72
Theft from Vehicle,2016,5,12,12,0,17XX ROBSON ST,westend,490168.51,5459855.1
Theft of Vehicle,2016,5,21,17,30,9XX W 13TH AVE,fairview,490825.87,5456329.99
Theft from Vehicle,2016,4,12,14,0,8XX W 23RD AVE,southcambie,491087.63,5455330.75
Theft of Vehicle,2016,10,12,12,0,9XX W 14TH AVE,fairview,490871.96,5456226.76
Theft from Vehicle,2016,3,22,15,33,17XX ROBSON ST,westend,490185.55,5459825.78
Theft from Vehicle,2016,8,24,14,0,39XX POINT GREY RD,westpointgrey,486117.39,5457634.11
Theft of Bicycle,2016,7,9,20,0,3XX MENCHIONS MEWS,downtown,490501.51,5459985.73
Theft from Vehicle,2016,8,14,12,0,39XX POINT GREY RD,westpointgrey,486117.39,5457634.11
Theft of Bicycle,2016,6,6,4,30,3XX PENTICTON ST,hastingssunrise,496224.66,5458753.43
Theft from Vehicle,2016,10,4,20,0,17XX ROBSON ST,westend,490211.08,5459813.72
Theft from Vehicle,2016,12,22,18,0,17XX ROBSON ST,westend,490211.13,5459813.67
Theft from Vehicle,2016,7,8,5,30,10XX HOWE ST,downtown,490975.87,5458571.03
Other Theft,2016,7,7,16,48,7XX DAVIE ST,downtown,490795.82,5458293.01
Break and Enter Residential/Other,2016,8,3,10,0,25XX GRANDVIEW HWY S,renfrewcollingwood,496112.15,5456077.57
Other Theft,2016,12,30,12,29,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,3,21,22,0,78XX FRENCH ST,marpole,489881.76,5451357.59
Other Theft,2016,12,21,15,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,5,22,3,4,78XX MAIN ST,sunset,492572.46,5451289.05
Mischief,2016,9,29,16,30,78XX MATHESON CRES,killarney,498162.66,5451187.75
Break and Enter Residential/Other,2016,2,1,12,0,25XX GRANT ST,hastingssunrise,496080.4,5457619.64
Mischief,2016,9,30,8,5,78XX MATHESON CRES,killarney,498162.82,5451187.16
Mischief,2016,9,30,19,2,78XX MATHESON CRES,killarney,498177.72,5451097.45
Theft from Vehicle,2016,5,28,2,0,8XX W 18TH AVE,southcambie,491071.31,5455832.99
Theft from Vehicle,2016,12,15,23,0,10XX IRONWORK PASS,fairview,490691.13,5457250.18
Break and Enter Residential/Other,2016,3,28,7,0,25XX KINGSWAY AVE,renfrewcollingwood,496182.06,5454050.5
Theft from Vehicle,2016,9,19,23,0,8XX W 18TH AVE,southcambie,490966.02,5455836.11
Theft from Vehicle,2016,7,22,11,30,39XX PARKWAY DR,arbutusridge,488749.34,5455401.66
Other Theft,2016,12,20,13,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,10,7,17,30,39XX ONTARIO ST,rileypark,492365.39,5455242.47
Theft from Vehicle,2016,2,27,12,24,17XX ROBSON ST,westend,490255.8,5459757.5
Theft from Vehicle,2016,10,8,9,10,17XX ROBSON ST,westend,490255.8,5459757.5
Break and Enter Residential/Other,2016,4,3,14,0,25XX MACKENZIE ST,kitsilano,487628.61,5456792.12
Other Theft,2016,10,29,14,0,7XX DENMAN ST,westend,490225.27,5459938.36
Other Theft,2016,12,19,14,29,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,16,20,39,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,10,6,14,0,3XX RICHARDS ST,downtown,491933.12,5459105.28
Other Theft,2016,12,15,18,58,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,4,27,10,0,17XX ROBSON ST,westend,490262.17,5459764.06
Theft from Vehicle,2016,12,15,22,0,10XX IRONWORK PASS,fairview,490704.2,5457226.61
Theft from Vehicle,2016,12,15,19,30,10XX IRONWORK PASS,fairview,490704.88,5457240.15
Other Theft,2016,12,14,14,33,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,14,12,58,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,1,27,0,0,10XX IRONWORK PASS,fairview,490704.97,5457253.05
Other Theft,2016,12,13,19,30,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,13,16,3,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,12,18,3,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,12,11,1,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,2,12,2,2,39XX LAUREL ST,southcambie,490932.33,5455336.66
Mischief,2016,12,24,13,55,79XX ONTARIO ST,sunset,492247.65,5451170.3
Theft of Vehicle,2016,2,1,22,47,9XX W 33RD AVE,southcambie,490892.6,5454286.79
Theft of Bicycle,2016,6,21,11,20,3XX ROBSON ST,downtown,491559.7,5458460.74
Theft from Vehicle,2016,2,2,18,0,39XX KNIGHT ST,kensingtoncedarcottage,494453.69,5455188.96
Theft from Vehicle,2016,10,11,17,0,17XX SW MARINE DR,marpole,489196.11,5450721.15
Theft from Vehicle,2016,4,27,18,30,8XX W 16TH AVE,fairview,491014.45,5456043.77
Theft of Bicycle,2016,4,28,21,46,3XX SE MARINE DR,sunset,492774.27,5450882.58
Other Theft,2016,12,8,13,53,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,8,10,27,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,1,19,21,0,39XX INVERNESS ST,kensingtoncedarcottage,494183.43,5455236.08
Other Theft,2016,12,5,17,59,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,5,10,9,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,30,12,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,4,2,20,14,9XX W 59TH AVE,marpole,490597.02,5451604.41
Other Theft,2016,11,29,16,39,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,1,28,11,30,9XX W 59TH AVE,marpole,490602.13,5451594.98
Other Theft,2016,11,29,15,1,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,28,18,15,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,6,18,12,52,7XX DUNSMUIR ST,downtown,491483.77,5459051.57
Other Theft,2016,11,28,10,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,24,20,4,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,1,31,1,36,10XX MARINASIDE CRES,downtown,491643.37,5457863.36
Mischief,2016,12,3,1,0,10XX MARINASIDE CRES,downtown,491643.37,5457863.36
Other Theft,2016,11,24,13,19,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,28,11,40,7XX DUNSMUIR ST,downtown,491483.77,5459051.57
Mischief,2016,6,17,1,30,7X E HASTINGS ST,downtown,492519.15,5458749.58
Theft of Bicycle,2016,5,7,11,20,3XX TERMINAL AVE,strathcona,492993.37,5457707.34
Other Theft,2016,11,21,14,23,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,18,15,49,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,12,7,11,27,7XX DUNSMUIR ST,downtown,491483.77,5459051.57
Other Theft,2016,11,18,13,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,18,13,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,18,12,59,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,17,16,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,16,9,26,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,15,18,19,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,14,15,7,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,6,26,0,30,39XX FRASER ST,rileypark,493435.67,5455182.88
Theft from Vehicle,2016,7,15,19,30,17XX VENABLES ST,grandviewwoodland,494950.86,5458208.78
Mischief,2016,4,6,18,0,7X N RENFREW ST,hastingssunrise,496792.71,5459186.58
Theft of Bicycle,2016,1,4,7,0,3XX TERMINAL AVE,strathcona,493000.17,5457727.57
Theft of Bicycle,2016,6,1,11,0,3XX TERMINAL AVE,strathcona,493000.17,5457727.57
Theft of Bicycle,2016,9,26,7,0,3XX TERMINAL AVE,strathcona,493000.17,5457727.57
Theft from Vehicle,2016,1,12,10,0,EXPO BLVD / NELSON ST,downtown,491563.7,5458020.68
Theft of Vehicle,2016,1,8,0,0,9XX W BROADWAY AVE,fairview,490946.62,5456737.19
Theft of Bicycle,2016,8,4,0,0,3XX UNION ST,strathcona,492963.9,5458317.4
Mischief,2016,3,15,10,28,7X W CORDOVA ST,downtown,492281.5,5458894.37
Other Theft,2016,11,9,11,7,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,5,27,18,0,7XX ALEXANDER ST,strathcona,493642.37,5458988.7
Theft from Vehicle,2016,4,18,5,0,39XX BEATRICE ST,kensingtoncedarcottage,495120.61,5455193.19
Other Theft,2016,11,7,16,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,5,12,19,30,3XX W 12TH AVE,mountpleasant,491843.53,5456411.67
Theft of Bicycle,2016,6,25,18,0,3XX W 12TH AVE,mountpleasant,491843.53,5456411.67
Other Theft,2016,11,7,16,47,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,5,15,18,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,2,15,21,30,EXPO BLVD / NELSON ST,downtown,491563.7,5458020.68
Break and Enter Residential/Other,2016,5,11,11,51,25XX MCGILL ST,hastingssunrise,496088.07,5459559.2
Other Theft,2016,11,5,12,32,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,5,10,26,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,6,2,17,30,3XX W 13TH AVE,mountpleasant,491797.44,5456303.35
Theft of Vehicle,2016,12,18,13,0,9XX WESTBURY WALK,marpole,490639.22,5451687.62
Other Theft,2016,11,3,20,17,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,10,18,18,0,38XX WELWYN ST,kensingtoncedarcottage,494951.64,5455322.57
Theft from Vehicle,2016,2,4,22,0,38XX W KING EDWARD AVE,dunbarsouthlands,486209.07,5455257.57
Theft from Vehicle,2016,8,3,18,0,38XX W BROADWAY AVE,westpointgrey,486316.67,5456858.93
Other Theft,2016,11,3,19,19,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,9,19,0,57,ABBOTT ST / EXPO BLVD,downtown,492170.87,5458437.77
Theft from Vehicle,2016,6,29,21,0,10XX LAKEWOOD DR,grandviewwoodland,495510.86,5458098.38
Other Theft,2016,11,3,18,51,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,23,15,31,83XX GRANVILLE ST,marpole,489774.49,5450880.42
Other Theft,2016,5,26,16,3,9XX SEYMOUR ST,downtown,491141.31,5458443.64
Break and Enter Residential/Other,2016,3,14,13,30,25XX MCGILL ST,hastingssunrise,496192.46,5459548.82
Other Theft,2016,11,3,18,28,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,11,3,10,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,12,31,12,0,38XX W BROADWAY AVE,westpointgrey,486226.17,5456872.26
Theft from Vehicle,2016,4,4,11,7,8XX W 15TH AVE,fairview,491051.8,5456111.83
Theft from Vehicle,2016,3,5,17,0,10XX LAURIER AVE,shaughnessy,490714.17,5455341.56
Mischief,2016,3,20,3,40,7XX BURRARD ST,westend,491107.11,5458998.84
Theft of Bicycle,2016,10,24,19,0,3XX W 17TH AVE,rileypark,491872.91,5455891.97
Theft from Vehicle,2016,9,3,7,0,38XX W BROADWAY AVE,westpointgrey,486143.36,5456885.84
Mischief,2016,10,2,1,34,7XX BURRARD ST,westend,491107.38,5458999.1
Mischief,2016,8,21,13,13,7XX BUTE ST,westend,490796.73,5459281.25
Theft of Bicycle,2016,10,16,15,0,3XX W 1ST AVE,mountpleasant,491803.59,5457343.16
Mischief,2016,9,5,19,39,7XX BUTE ST,westend,490796.73,5459281.25
Other Theft,2016,10,31,9,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,10,20,16,56,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Break and Enter Residential/Other,2016,1,25,19,0,13XX NANTON AVE,shaughnessy,490166.37,5454910.78
Theft of Bicycle,2016,8,27,22,0,3XX W 2ND AVE,mountpleasant,491849.64,5457260.31
Other Theft,2016,10,20,15,0,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,4,4,11,3,8XX W 15TH AVE,fairview,491051.8,5456111.83
Mischief,2016,11,18,17,2,10XX MAIN ST,strathcona,492743.2,5458088.01
Mischief,2016,2,16,2,1,7XX BUTE ST,westend,490797.66,5459282.31
Break and Enter Commercial,2016,6,12,2,0,74XX VICTORIA DR,victoriafraserview,495190.63,5451517.78
Theft of Bicycle,2016,5,7,15,30,3XX W 4TH AVE,mountpleasant,491920.7,5457191.91
Theft of Bicycle,2016,5,13,9,30,3XX W 4TH AVE,mountpleasant,491920.7,5457191.91
Theft of Bicycle,2016,7,15,21,0,3XX W 4TH AVE,mountpleasant,491920.7,5457191.91
Theft of Bicycle,2016,8,15,10,35,3XX W 4TH AVE,mountpleasant,491920.7,5457191.91
Other Theft,2016,10,20,12,53,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,9,19,17,0,17XX W 10TH AVE,fairview,489498.11,5456668.15
Other Theft,2016,10,18,14,51,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,5,13,8,30,3XX W 8TH AVE,mountpleasant,491867.89,5456793.33
Theft of Bicycle,2016,9,8,8,0,3XX W 8TH AVE,mountpleasant,491873.11,5456793.19
Theft of Vehicle,2016,6,24,1,0,ABBOTT ST / W HASTINGS ST,downtown,492203.92,5458810.89
Theft of Vehicle,2016,10,11,11,30,ABBOTT ST / W HASTINGS ST,downtown,492203.92,5458810.89
Theft of Vehicle,2016,11,13,19,40,ABBOTT ST / W HASTINGS ST,downtown,492203.92,5458810.89
Theft of Vehicle,2016,11,16,18,0,ABBOTT ST / W HASTINGS ST,downtown,492203.92,5458810.89
Theft of Bicycle,2016,11,21,18,0,3XX W BROADWAY AVE,mountpleasant,491832.47,5456722.3
Other Theft,2016,10,17,17,10,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,1,3,20,45,10XX MAIN ST,strathcona,492743.81,5458111.75
Mischief,2016,4,11,0,35,7XX BUTE ST,westend,490797.66,5459282.31
Theft from Vehicle,2016,12,24,18,0,38XX W 50TH AVE,kerrisdale,486180.22,5452660.12
Break and Enter Commercial,2016,11,26,16,0,74XX GRANVILLE ST,marpole,489796.11,5451737.65
Theft from Vehicle,2016,12,24,17,30,38XX W 50TH AVE,kerrisdale,486180.22,5452660.12
Mischief,2016,4,18,5,45,7XX BUTE ST,westend,490797.66,5459282.31
Mischief,2016,6,25,18,22,7XX BUTE ST,westend,490797.66,5459282.31
Mischief,2016,7,9,13,43,7XX CAMPBELL AVE,strathcona,493827.62,5458382.93
Theft of Bicycle,2016,8,22,21,0,3XX W BROADWAY AVE,mountpleasant,491920.31,5456710.67
Mischief,2016,7,28,23,38,7XX CARDERO ST,westend,490398.47,5459663.43
Theft from Vehicle,2016,10,21,22,30,10XX MAIN ST,strathcona,492743.95,5458116.92
